month,state,district,district_key,ARI,Risk,BUR,BUD,AWF,MAF_raw,bio_updates_total,demo_updates_total,enrol_total,age_18_greater,MonthDate,Year,MonthName,Recommendation
2025-09,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,ANDAMAN AND NICOBAR ISLANDS|NORTH AND MIDDLE ANDAMAN,0.6548563089165476,Low,0.0,4187.5,0.0,97.0,406.0,104.0,16,0,2025-09-01,2025,Sep-2025,Stable: Monitor only + periodic checks
2025-10,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,ANDAMAN AND NICOBAR ISLANDS|NORTH AND MIDDLE ANDAMAN,0.655563991514394,Low,0.0,4740.740740740741,0.0,148.0,518.0,157.0,27,0,2025-10-01,2025,Oct-2025,Stable: Monitor only + periodic checks
2025-11,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,ANDAMAN AND NICOBAR ISLANDS|NORTH AND MIDDLE ANDAMAN,0.6549587425424785,Low,0.0,4210.526315789473,0.0,141.0,379.0,153.0,19,0,2025-11-01,2025,Nov-2025,Stable: Monitor only + periodic checks
2025-12,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,ANDAMAN AND NICOBAR ISLANDS|NORTH AND MIDDLE ANDAMAN,0.6531360890986475,Low,0.0,2465.116279069767,0.0,215.0,326.0,222.0,43,0,2025-12-01,2025,Dec-2025,Stable: Monitor only + periodic checks
2025-01,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,ANDAMAN AND NICOBAR ISLANDS|SOUTH ANDAMAN,0.967278686856637,Low,0.0,283375.0,0.0,504.0,5510.0,589.0,8,0,2025-01-01,2025,Jan-2025,Stable: Monitor only + periodic checks
2025-02,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,ANDAMAN AND NICOBAR ISLANDS|SOUTH ANDAMAN,0.6561772372346707,Low,0.0,5500.0,0.0,12.0,53.0,12.0,2,0,2025-02-01,2025,Feb-2025,Stable: Monitor only + periodic checks
2025-03,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,ANDAMAN AND NICOBAR ISLANDS|SOUTH ANDAMAN,0.6514484444384152,Low,0.0,1250.0,0.0,28.0,22.0,33.0,4,0,2025-03-01,2025,Mar-2025,Stable: Monitor only + periodic checks
2025-04,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,ANDAMAN AND NICOBAR ISLANDS|SOUTH ANDAMAN,0.6509377617766254,Low,0.0,800.0,0.0,24.0,37.0,27.0,5,0,2025-04-01,2025,Apr-2025,Stable: Monitor only + periodic checks
2025-05,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,ANDAMAN AND NICOBAR ISLANDS|SOUTH ANDAMAN,0.6543536422754496,Low,0.0,3833.3333333333335,0.0,36.0,143.0,41.0,6,0,2025-05-01,2025,May-2025,Stable: Monitor only + periodic checks
2025-07,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,ANDAMAN AND NICOBAR ISLANDS|SOUTH ANDAMAN,0.6507832457706493,Low,0.0,666.6666666666666,0.0,21.0,14.0,31.0,3,0,2025-07-01,2025,Jul-2025,Stable: Monitor only + periodic checks
2025-08,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,ANDAMAN AND NICOBAR ISLANDS|SOUTH ANDAMAN,0.6531044689435106,Low,0.0,2750.0,0.0,15.0,126.0,16.0,12,0,2025-08-01,2025,Aug-2025,Stable: Monitor only + periodic checks
2025-09,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,ANDAMAN AND NICOBAR ISLANDS|SOUTH ANDAMAN,0.6545689750413406,Low,0.0,3862.0689655172414,0.0,141.0,509.0,165.0,29,0,2025-09-01,2025,Sep-2025,Stable: Monitor only + periodic checks
2025-10,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,ANDAMAN AND NICOBAR ISLANDS|SOUTH ANDAMAN,0.6572739312286594,Low,0.0,6000.0,0.0,322.0,828.0,372.0,34,0,2025-10-01,2025,Oct-2025,Stable: Monitor only + periodic checks
2025-11,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,ANDAMAN AND NICOBAR ISLANDS|SOUTH ANDAMAN,0.6554018078846356,Low,0.0,4379.310344827586,0.0,287.0,448.0,324.0,29,0,2025-11-01,2025,Nov-2025,Stable: Monitor only + periodic checks
2025-12,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,ANDAMAN AND NICOBAR ISLANDS|SOUTH ANDAMAN,0.6545091609272216,Low,0.0,3172.4137931034484,0.0,548.0,613.0,609.0,58,0,2025-12-01,2025,Dec-2025,Stable: Monitor only + periodic checks
2025-01,ANDHRA PRADESH,ADILABAD,ANDHRA PRADESH|ADILABAD,0.9211330603282752,Low,0.0,241280.0,0.0,2620.0,15727.0,2825.0,50,0,2025-01-01,2025,Jan-2025,Stable: Monitor only + periodic checks
2025-02,ANDHRA PRADESH,ADILABAD,ANDHRA PRADESH|ADILABAD,0.6615730847905499,Low,0.0,9333.333333333334,0.0,657.0,1077.0,745.0,90,0,2025-02-01,2025,Feb-2025,Stable: Monitor only + periodic checks
2025-03,ANDHRA PRADESH,ADILABAD,ANDHRA PRADESH|ADILABAD,0.6602916968651141,Low,0.0,8508.196721311477,0.0,447.0,657.0,494.0,61,0,2025-03-01,2025,Mar-2025,Stable: Monitor only + periodic checks
2025-04,ANDHRA PRADESH,ADILABAD,ANDHRA PRADESH|ADILABAD,0.6687452566241348,Low,0.0,16242.424242424242,0.0,337.0,727.0,371.0,33,0,2025-04-01,2025,Apr-2025,Stable: Monitor only + periodic checks
2025-05,ANDHRA PRADESH,ADILABAD,ANDHRA PRADESH|ADILABAD,0.6612910870114761,Low,0.0,9666.666666666666,0.0,275.0,417.0,323.0,33,0,2025-05-01,2025,May-2025,Stable: Monitor only + periodic checks
2025-06,ANDHRA PRADESH,ADILABAD,ANDHRA PRADESH|ADILABAD,0.6621934485678007,Low,0.0,10441.86046511628,0.0,296.0,596.0,338.0,43,0,2025-06-01,2025,Jun-2025,Stable: Monitor only + periodic checks
2025-07,ANDHRA PRADESH,ADILABAD,ANDHRA PRADESH|ADILABAD,0.6583684833442702,Low,0.0,7352.941176470588,0.0,80.0,169.0,93.0,17,0,2025-07-01,2025,Jul-2025,Stable: Monitor only + periodic checks
2025-08,ANDHRA PRADESH,ADILABAD,ANDHRA PRADESH|ADILABAD,0.6611115953562903,Low,0.0,9542.857142857143,0.0,251.0,884.0,271.0,70,0,2025-08-01,2025,Aug-2025,Stable: Monitor only + periodic checks
2025-09,ANDHRA PRADESH,ADILABAD,ANDHRA PRADESH|ADILABAD,0.6643641659542769,Low,0.0,10545.454545454544,0.0,1500.0,3736.0,1624.0,297,0,2025-09-01,2025,Sep-2025,Stable: Monitor only + periodic checks
2025-10,ANDHRA PRADESH,ADILABAD,ANDHRA PRADESH|ADILABAD,0.6736585860588842,Low,0.0,15879.12087912088,0.0027472527472527,3831.0,8192.0,4205.0,364,1,2025-10-01,2025,Oct-2025,Stable: Monitor only + periodic checks
2025-11,ANDHRA PRADESH,ADILABAD,ANDHRA PRADESH|ADILABAD,0.6650866904277708,Low,0.0,9189.57345971564,0.0,2800.0,2482.0,3073.0,211,0,2025-11-01,2025,Nov-2025,Stable: Monitor only + periodic checks
2025-12,ANDHRA PRADESH,ADILABAD,ANDHRA PRADESH|ADILABAD,0.6774028514056796,Low,0.0,19966.666666666664,0.0,3056.0,3752.0,3304.0,150,0,2025-12-01,2025,Dec-2025,Stable: Monitor only + periodic checks
2025-01,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH|ALLURI SITHARAMA RAJU,0.8694196296785796,Low,0.0,195466.66666666663,0.0,943.0,5357.0,1056.0,15,0,2025-01-01,2025,Jan-2025,Stable: Monitor only + periodic checks
2025-02,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH|ALLURI SITHARAMA RAJU,0.6558381434339835,Low,0.0,4968.75,0.0,159.0,284.0,187.0,32,0,2025-02-01,2025,Feb-2025,Stable: Monitor only + periodic checks
2025-03,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH|ALLURI SITHARAMA RAJU,0.6533889818724956,Low,0.0,2633.333333333333,0.0,252.0,157.0,290.0,30,0,2025-03-01,2025,Mar-2025,Stable: Monitor only + periodic checks
2025-04,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH|ALLURI SITHARAMA RAJU,0.6622843715330315,Low,0.0,10909.090909090908,0.0,43.0,211.0,49.0,11,0,2025-04-01,2025,Apr-2025,Stable: Monitor only + periodic checks
2025-05,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH|ALLURI SITHARAMA RAJU,0.6535872126968001,Low,0.0,3000.0,0.0,131.0,245.0,152.0,47,0,2025-05-01,2025,May-2025,Stable: Monitor only + periodic checks
2025-06,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH|ALLURI SITHARAMA RAJU,0.6399501474264,Low,0.0,3571.428571428572,0.0714285714285714,131.0,181.0,152.0,28,2,2025-06-01,2025,Jun-2025,Stable: Monitor only + periodic checks
2025-07,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH|ALLURI SITHARAMA RAJU,0.604170339422992,Low,0.0,1862.0689655172407,0.2413793103448276,181.0,96.0,202.0,29,7,2025-07-01,2025,Jul-2025,Stable: Monitor only + periodic checks
2025-08,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH|ALLURI SITHARAMA RAJU,0.6547304059200189,Low,0.0,4062.5,0.0,105.0,240.0,127.0,32,0,2025-08-01,2025,Aug-2025,Stable: Monitor only + periodic checks
2025-09,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH|ALLURI SITHARAMA RAJU,0.6476201995281606,Low,0.0,1963.302752293578,0.0275229357798165,520.0,748.0,587.0,218,6,2025-09-01,2025,Sep-2025,Stable: Monitor only + periodic checks
2025-10,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH|ALLURI SITHARAMA RAJU,0.6523127192624367,Low,0.0,4189.759036144578,0.0210843373493975,1043.0,2240.0,1176.0,332,7,2025-10-01,2025,Oct-2025,Stable: Monitor only + periodic checks
2025-11,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH|ALLURI SITHARAMA RAJU,0.6515771478597232,Low,0.0,2670.05076142132,0.015228426395939,925.0,1101.0,1070.0,197,3,2025-11-01,2025,Nov-2025,Stable: Monitor only + periodic checks
2025-12,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH|ALLURI SITHARAMA RAJU,0.6483204209591915,Low,0.0,2651.4084507042253,0.0316901408450704,948.0,1204.0,1105.0,284,9,2025-12-01,2025,Dec-2025,Stable: Monitor only + periodic checks
2025-01,ANDHRA PRADESH,ANAKAPALLI,ANDHRA PRADESH|ANAKAPALLI,0.6826069417648242,Low,0.0,28769.23076923077,0.0,252.0,857.0,289.0,13,0,2025-01-01,2025,Jan-2025,Stable: Monitor only + periodic checks
2025-02,ANDHRA PRADESH,ANAKAPALLI,ANDHRA PRADESH|ANAKAPALLI,0.6515562164325476,Low,0.0,1187.5,0.0,129.0,27.0,146.0,16,0,2025-02-01,2025,Feb-2025,Stable: Monitor only + periodic checks
2025-03,ANDHRA PRADESH,ANAKAPALLI,ANDHRA PRADESH|ANAKAPALLI,0.6515024472270723,Low,0.0,1111.111111111111,0.0,147.0,40.0,167.0,18,0,2025-03-01,2025,Mar-2025,Stable: Monitor only + periodic checks
2025-04,ANDHRA PRADESH,ANAKAPALLI,ANDHRA PRADESH|ANAKAPALLI,0.6534577586727188,Low,0.0,3000.0,0.0,57.0,39.0,59.0,8,0,2025-04-01,2025,Apr-2025,Stable: Monitor only + periodic checks
2025-05,ANDHRA PRADESH,ANAKAPALLI,ANDHRA PRADESH|ANAKAPALLI,0.6513780551733903,Low,0.0,1166.6666666666667,0.0,41.0,11.0,48.0,6,0,2025-05-01,2025,May-2025,Stable: Monitor only + periodic checks
2025-06,ANDHRA PRADESH,ANAKAPALLI,ANDHRA PRADESH|ANAKAPALLI,0.65243174909982,Low,0.0,2000.0,0.0,110.0,47.0,121.0,14,0,2025-06-01,2025,Jun-2025,Stable: Monitor only + periodic checks
2025-07,ANDHRA PRADESH,ANAKAPALLI,ANDHRA PRADESH|ANAKAPALLI,0.6514663859117984,Low,0.0,1200.0,0.0,70.0,9.0,80.0,5,0,2025-07-01,2025,Jul-2025,Stable: Monitor only + periodic checks
2025-08,ANDHRA PRADESH,ANAKAPALLI,ANDHRA PRADESH|ANAKAPALLI,0.6523141622469135,Low,0.0,2000.0,0.0,43.0,40.0,49.0,12,0,2025-08-01,2025,Aug-2025,Stable: Monitor only + periodic checks
2025-09,ANDHRA PRADESH,ANAKAPALLI,ANDHRA PRADESH|ANAKAPALLI,0.6528066959883385,Low,0.0,1688.1720430107528,0.0,522.0,218.0,578.0,93,0,2025-09-01,2025,Sep-2025,Stable: Monitor only + periodic checks
2025-10,ANDHRA PRADESH,ANAKAPALLI,ANDHRA PRADESH|ANAKAPALLI,0.6531731862239931,Low,0.0,2903.846153846154,0.0096153846153846,1049.0,678.0,1258.0,104,1,2025-10-01,2025,Oct-2025,Stable: Monitor only + periodic checks
2025-11,ANDHRA PRADESH,ANAKAPALLI,ANDHRA PRADESH|ANAKAPALLI,0.648573845763105,Low,0.0,1608.3333333333337,0.025,995.0,441.0,1169.0,120,3,2025-11-01,2025,Nov-2025,Stable: Monitor only + periodic checks
2025-12,ANDHRA PRADESH,ANAKAPALLI,ANDHRA PRADESH|ANAKAPALLI,0.6487993537234074,Low,0.0,1880.5970149253733,0.0298507462686567,1492.0,527.0,1705.0,134,4,2025-12-01,2025,Dec-2025,Stable: Monitor only + periodic checks
2025-01,ANDHRA PRADESH,ANANTAPUR,ANDHRA PRADESH|ANANTAPUR,0.8910088859478167,Low,0.0,209432.6923076923,0.0,11283.0,36609.0,11949.0,104,0,2025-01-01,2025,Jan-2025,Stable: Monitor only + periodic checks
2025-02,ANDHRA PRADESH,ANANTAPUR,ANDHRA PRADESH|ANANTAPUR,0.6576117432176223,Low,0.0,4927.083333333333,0.0,1206.0,1333.0,1552.0,192,0,2025-02-01,2025,Feb-2025,Stable: Monitor only + periodic checks
2025-03,ANDHRA PRADESH,ANANTAPUR,ANDHRA PRADESH|ANANTAPUR,0.6577642622554911,Low,0.0,5014.184397163121,0.0,1238.0,1057.0,1458.0,141,0,2025-03-01,2025,Mar-2025,Stable: Monitor only + periodic checks
2025-04,ANDHRA PRADESH,ANANTAPUR,ANDHRA PRADESH|ANANTAPUR,0.6646375666267592,Low,0.0,12338.709677419354,0.0,487.0,1163.0,548.0,62,0,2025-04-01,2025,Apr-2025,Stable: Monitor only + periodic checks
2025-05,ANDHRA PRADESH,ANANTAPUR,ANDHRA PRADESH|ANANTAPUR,0.657347193233869,Low,0.0,5862.385321100917,0.0,453.0,928.0,549.0,109,0,2025-05-01,2025,May-2025,Stable: Monitor only + periodic checks
2025-06,ANDHRA PRADESH,ANANTAPUR,ANDHRA PRADESH|ANANTAPUR,0.658421749907795,Low,0.0,6462.121212121212,0.0,687.0,1259.0,809.0,132,0,2025-06-01,2025,Jun-2025,Stable: Monitor only + periodic checks
2025-07,ANDHRA PRADESH,ANANTAPUR,ANDHRA PRADESH|ANANTAPUR,0.654452041004379,Low,0.0,3166.6666666666665,0.0,519.0,398.0,715.0,72,0,2025-07-01,2025,Jul-2025,Stable: Monitor only + periodic checks
2025-08,ANDHRA PRADESH,ANANTAPUR,ANDHRA PRADESH|ANANTAPUR,0.6562588045261852,Low,0.0,4940.740740740741,0.0,419.0,1034.0,519.0,135,0,2025-08-01,2025,Aug-2025,Stable: Monitor only + periodic checks
2025-09,ANDHRA PRADESH,ANANTAPUR,ANDHRA PRADESH|ANANTAPUR,0.658498863875978,Low,0.0,3276.82119205298,0.0,2764.0,3260.0,3050.0,755,0,2025-09-01,2025,Sep-2025,Stable: Monitor only + periodic checks
2025-10,ANDHRA PRADESH,ANANTAPUR,ANDHRA PRADESH|ANANTAPUR,0.6690970570443402,Low,0.0,6360.173160173161,0.0,6922.0,13408.0,8671.0,1155,0,2025-10-01,2025,Oct-2025,Stable: Monitor only + periodic checks
2025-11,ANDHRA PRADESH,ANANTAPUR,ANDHRA PRADESH|ANANTAPUR,0.6657029173073612,Low,0.0,4791.194968553459,0.0,5945.0,5568.0,6990.0,795,0,2025-11-01,2025,Nov-2025,Stable: Monitor only + periodic checks
2025-12,ANDHRA PRADESH,ANANTAPUR,ANDHRA PRADESH|ANANTAPUR,0.6660017265120026,Low,0.0,5542.59501965924,0.0,5647.0,6204.0,6526.0,763,0,2025-12-01,2025,Dec-2025,Stable: Monitor only + periodic checks
2025-01,ANDHRA PRADESH,ANANTHAPUR,ANDHRA PRADESH|ANANTHAPUR,0.8159891423943876,Low,0.0,145972.22222222222,0.0,2756.0,26884.0,3449.0,36,0,2025-01-01,2025,Jan-2025,Stable: Monitor only + periodic checks
2025-02,ANDHRA PRADESH,ANANTHAPUR,ANDHRA PRADESH|ANANTHAPUR,0.6544400978704228,Low,0.0,3545.454545454545,0.0,270.0,514.0,493.0,66,0,2025-02-01,2025,Feb-2025,Stable: Monitor only + periodic checks
